City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
126,nyurba,63.2842,118.3319,-59.16,100,82,0.35,RU,1673710506
127,nikolskoye,59.7035,30.7861,1.94,96,100,5.01,RU,1673710506
128,warmbad,-28.45,18.7333,40.8,7,0,5.24,NA,1673710507
129,monterey,36.2505,-121.2516,12.32,1,100,5.0,US,1673710507
130,horadiz,39.4488,47.3353,0.43,83,60,0.61,AZ,1673710507
131,quatre cocos,-20.2078,57.7625,27.06,72,95,5.36,MU,1673710508
132,bridlington,54.0831,-0.1919,7.16,72,94,12.69,GB,1673710508
133,boguchany,58.3814,97.4531,-15.24,97,100,1.7,RU,1673710509
134,kaset sombun,16.2805,101.9542,23.51,47,9,1.89,TH,1673710509
135,katsuura,35.1333,140.3,13.55,77,99,5.41,JP,1673710510
136,makarov,48.6333,142.8,-20.46,87,15,2.69,RU,1673710510
137,bac lieu,9.285,105.7244,25.27,88,42,2.24,VN,1673710510
138,shu,43.5983,73.7614,-19.74,93,5,2.4,KZ,1673710511
139,carnarvon,-24.8667,113.6333,24.25,78,0,11.08,AU,1673710511
140,venice,27.0998,-82.4543,12.93,62,75,3.58,US,1673710383
141,kaitangata,-46.2817,169.8464,10.08,95,39,1.46,NZ,1673710512
142,dunedin,-45.8742,170.5036,14.89,81,30,2.24,NZ,1673710512
143,voyvozh,62.892,54.9635,-4.19,94,100,4.31,RU,1673710513
144,hurghada,27.2574,33.8129,18.12,48,1,6.76,EG,1673710249
145,paamiut,61.994,-49.6678,-7.02,87,94,2.9,GL,1673710514
146,norman wells,65.282,-126.8329,-26.98,76,75,1.03,CA,1673710514
147,tiksi,71.6872,128.8694,-37.96,97,96,1.88,RU,1673710514
148,pangnirtung,66.1451,-65.7125,-28.0,76,100,2.06,CA,1673710515
149,odweyne,9.4092,45.064,22.76,47,9,3.87,SO,1673710515
150,beysehir,37.6773,31.7246,4.64,56,61,0.74,TR,1673710516
151,aksu,41.1231,80.2644,-11.82,92,100,2.02,CN,1673710516
152,kasungu,-13.0333,33.4833,21.15,88,100,1.32,MW,1673710516
153,birao,10.2849,22.7882,30.1,16,5,2.66,CF,1673710517
154,kununurra,-15.7667,128.7333,24.99,88,40,2.06,AU,1673710517
155,ushtobe,45.2514,77.9838,-19.84,89,1,2.25,KZ,1673710518
156,sioux lookout,50.1001,-91.917,-5.96,79,100,2.57,CA,1673710519
157,mavelikara,9.2667,76.55,24.99,83,7,0.67,IN,1673710519
158,francistown,-21.17,27.5079,30.65,30,74,5.62,BW,1673710519
159,vanimo,-2.6741,141.3028,25.96,85,96,0.74,PG,1673710237
160,san patricio,28.017,-97.5169,16.92,45,1,2.76,US,1673710520
161,zlotow,53.3635,17.0408,5.64,80,100,6.89,PL,1673710520
162,victoria,22.2855,114.1577,23.3,93,26,1.34,HK,1673710521
163,atar,20.5169,-13.0499,28.65,10,0,7.17,MR,1673710248
164,portland,45.5234,-122.6762,10.19,91,75,4.02,US,1673710362
165,haines junction,60.7522,-137.5108,-17.34,100,100,0.74,CA,1673710408
166,vallenar,-28.5708,-70.7581,28.1,34,0,3.99,CL,1673710521
167,ahipara,-35.1667,173.1667,14.69,92,7,2.08,NZ,1673710522
168,mar del plata,-38.0023,-57.5575,29.35,70,0,4.12,AR,1673710301
169,hambantota,6.1241,81.1185,26.19,94,20,1.54,LK,1673710522
170,pisco,-13.7,-76.2167,21.68,83,0,4.12,PE,1673710523
171,sao filipe,14.8961,-24.4956,24.44,61,1,3.3,CV,1673710523
172,ewo,-0.8725,14.8206,31.6,42,81,1.27,CG,1673710524
173,povenets,62.8487,34.8262,0.28,99,100,4.44,RU,1673710524
174,nantucket,41.2835,-70.0995,4.52,93,100,9.26,US,1673710368
175,necochea,-38.5473,-58.7368,25.89,35,0,4.7,AR,1673710421
176,namatanai,-3.6667,152.4333,26.27,81,97,1.06,PG,1673710525
177,tongren,27.7172,109.1853,2.33,91,100,4.9,CN,1673710525
178,evensk,61.95,159.2333,-12.17,67,100,9.62,RU,1673710526
179,vostok,46.4856,135.8833,-32.86,98,60,1.85,RU,1673710526
180,lahaina,20.8783,-156.6825,20.45,81,6,1.51,US,1673710527
181,oron,4.8256,8.2343,30.98,52,44,4.49,NG,1673710527
182,bourges,47.25,2.4167,12.77,79,100,9.77,FR,1673710527
183,saint george,37.1041,-113.5841,4.33,81,0,0.0,US,1673710528
184,oranjemund,-28.55,16.4333,19.13,78,4,11.15,NA,1673710528
185,myaundzha,63.0494,147.1858,-35.88,99,98,1.39,RU,1673710529
186,mount gambier,-37.8333,140.7667,15.46,62,99,5.84,AU,1673710327
187,nouakchott,18.0858,-15.9785,31.96,20,67,6.26,MR,1673710529
188,teguise,29.0605,-13.564,19.12,73,20,7.2,ES,1673710530
189,sarangani,5.4033,125.4636,27.2,81,100,5.38,PH,1673710370
190,aklavik,68.2191,-135.0107,-22.0,77,100,1.54,CA,1673710531
191,wakkanai,45.4094,141.6739,-8.01,61,100,6.71,JP,1673710531
192,show low,34.2542,-110.0298,9.49,37,55,0.89,US,1673710531
193,kamaishi,39.2667,141.8833,5.61,91,100,4.34,JP,1673710532
194,cherskiy,68.75,161.3,-37.46,98,100,0.63,RU,1673710532
195,chor,25.5167,69.7667,14.47,14,0,4.93,PK,1673710533
196,kenai,60.5544,-151.2583,-3.81,87,75,1.54,US,1673710533
197,raga,8.4596,25.678,27.76,21,0,1.94,SS,1673710533
198,lompoc,34.6391,-120.4579,14.18,96,100,3.09,US,1673710534
199,dingle,10.9995,122.6711,23.48,95,100,1.91,PH,1673710534
200,asau,46.4333,26.4,-0.4,93,68,0.62,RO,1673710535
201,aasiaat,68.7098,-52.8699,-19.43,79,100,4.23,GL,1673710535
202,dali,25.7,100.1833,5.54,68,0,2.33,CN,1673710535
203,springbok,-29.6643,17.8865,30.88,21,1,7.33,ZA,1673710536
204,ajuchitlan,20.7167,-100.0167,4.66,35,0,1.43,MX,1673710536
205,liverpool,53.4106,-2.9779,7.1,76,40,11.83,GB,1673710537
206,golcuv jenikov,49.8163,15.4769,6.99,61,0,4.63,CZ,1673710537
207,nebug,44.1714,39.0036,6.22,76,0,3.03,RU,1673710537
208,kholbon,51.8833,116.25,-24.51,92,100,2.6,RU,1673710538
209,poum,-20.2333,164.0167,26.6,72,51,7.01,NC,1673710538
210,kirakira,-10.4544,161.9205,24.69,93,100,4.09,SB,1673710539
211,senno,59.5336,33.9167,-0.97,93,100,4.82,RU,1673710539
212,kamenka,51.3223,42.7678,-9.39,85,14,5.45,RU,1673710540
213,college,64.8569,-147.8028,-26.03,77,0,0.0,US,1673710277
214,bilibino,68.0546,166.4372,-26.0,94,50,2.77,RU,1673710540
215,dogondoutchi,13.6393,4.0287,29.97,9,25,5.1,NE,1673710540
216,richards bay,-28.783,32.0377,27.69,72,2,5.64,ZA,1673710541
217,rio cuarto,-33.1307,-64.3499,29.15,32,0,6.17,AR,1673710541
218,baglung,28.2719,83.5898,9.23,57,13,2.44,NP,1673710542
219,san benito,36.6166,-121.0844,8.8,88,100,6.44,US,1673710542
220,abu samrah,35.3029,37.1841,10.36,68,92,6.23,SY,1673710543
221,pimentel,-6.8367,-79.9342,23.16,68,75,2.57,PE,1673710543
222,leningradskiy,69.3833,178.4167,-30.19,100,64,1.64,RU,1673710543
223,shenjiamen,29.9576,122.298,6.83,87,100,12.58,CN,1673710544
224,pueblo nuevo,23.3833,-105.3833,17.25,25,0,0.58,MX,1673710544
225,cap malheureux,-19.9842,57.6142,26.37,69,99,2.24,MU,1673710544
226,maharajganj,27.1333,83.5667,15.63,74,0,3.62,IN,1673710545
227,hirara,24.8,125.2833,23.08,86,49,6.31,JP,1673710248
228,concarneau,47.875,-3.9225,11.16,86,100,6.98,FR,1673710545
229,vardo,70.3705,31.1107,-3.01,93,100,9.77,NO,1673710546
230,beringovskiy,63.05,179.3167,-21.18,96,100,6.72,RU,1673710546
231,roald,62.5833,6.1333,1.29,80,0,6.17,NO,1673710546
232,puerto cabezas,14.0351,-83.3888,23.98,88,40,4.12,NI,1673710547
233,bira,49.0,132.4667,-31.9,92,6,1.92,RU,1673710547
234,la union,-5.4,-80.75,28.51,41,31,2.13,PE,1673710547
235,axim,4.8699,-2.2405,29.48,62,3,5.29,GH,1673710548
236,saint-paul,-21.0096,55.2707,27.06,77,96,1.07,RE,1673710548
237,matola,-25.9622,32.4589,28.97,65,20,7.2,MZ,1673710548
238,constitucion,-35.3333,-72.4167,18.81,62,8,5.01,CL,1673710407
239,allapalli,19.4167,80.0667,20.04,50,0,1.39,IN,1673710549
240,sharan,54.8167,54.0,-14.59,81,100,4.01,RU,1673710549
241,majene,-3.5403,118.9707,25.76,84,100,2.37,ID,1673710550
242,clyde river,70.4692,-68.5914,-30.87,69,100,2.57,CA,1673710511
243,boa vista,2.8197,-60.6733,27.99,57,40,6.17,BR,1673710551
244,marrakesh,31.6315,-8.0083,23.04,28,0,1.54,MA,1673710524
245,muisne,0.6,-80.0333,25.8,78,96,3.4,EC,1673710551
246,salihorsk,52.7876,27.5415,1.2,99,100,3.09,BY,1673710551
247,eloy,32.7559,-111.5548,10.46,34,50,1.7,US,1673710552
248,matara,5.9485,80.5353,24.03,88,70,0.98,LK,1673710552
249,shrigonda,18.6167,74.6833,21.96,32,1,2.31,IN,1673710553
250,mancio lima,-7.6142,-72.8958,31.04,62,40,4.63,BR,1673710553
251,alice springs,-23.7,133.8833,23.75,78,15,2.06,AU,1673710297
252,ostrovtsy,55.5939,37.9936,-1.79,86,100,3.0,RU,1673710554
253,nurota,40.5614,65.6886,-15.59,81,5,2.83,UZ,1673710554
254,salmas,38.1973,44.7653,-3.54,87,58,1.57,IR,1673710554
255,moroni,-11.7022,43.2551,26.68,77,82,0.8,KM,1673710555
256,coihaique,-45.5752,-72.0662,16.34,44,20,4.12,CL,1673710323
257,amarpur,25.0333,86.9,17.62,49,0,3.07,IN,1673710480
258,severo-kurilsk,50.6789,156.125,-5.22,66,99,14.99,RU,1673710555
259,meadow lake,34.8014,-106.5436,8.16,32,97,2.25,US,1673710556
260,hutang,31.5333,119.4833,-0.54,84,99,6.05,CN,1673710556
261,hofn,64.2539,-15.2082,-6.33,69,78,10.31,IS,1673710556
262,tuatapere,-46.1333,167.6833,10.26,86,7,1.53,NZ,1673710557
263,pakokku,21.3333,95.1,20.13,43,0,0.23,MM,1673710557
264,jishou,28.3167,109.7167,2.11,95,100,3.38,CN,1673710558
265,general pico,-35.6566,-63.7568,34.79,12,0,4.25,AR,1673710558
266,mangrol,21.1167,70.1167,19.43,38,1,5.32,IN,1673710558
267,henties bay,-22.116,14.2845,19.46,80,8,5.55,NA,1673710559
268,ossora,59.2353,163.0719,-12.32,90,100,3.87,RU,1673710559
269,shelburne,44.0787,-80.2041,-9.31,92,13,5.02,CA,1673710427
270,zhuhai,22.2769,113.5678,23.25,100,40,2.06,CN,1673710560
271,zhicheng,30.2956,111.5047,1.93,72,100,7.38,CN,1673710560
272,ketou,7.3633,2.5998,36.25,14,40,1.25,BJ,1673710560
273,kandrian,-6.2167,149.55,25.62,83,98,3.08,PG,1673710561
274,fallon,39.4735,-118.7774,3.29,80,0,2.06,US,1673710561
275,padang,-0.9492,100.3543,25.03,87,100,1.01,ID,1673710562
276,maryborough,-25.5333,152.7,20.18,92,100,2.6,AU,1673710335
277,kalianget,-7.05,113.9333,26.63,82,100,3.61,ID,1673710562
278,bambous virieux,-20.3428,57.7575,27.14,69,75,4.63,MU,1673710563
279,husavik,66.0449,-17.3389,-7.26,76,100,1.7,IS,1673710564
280,kizukuri,40.8061,140.3861,2.75,88,100,2.46,JP,1673710564
281,guerrero negro,27.9769,-114.0611,16.12,72,2,3.41,MX,1673710565
282,angoche,-16.2325,39.9086,26.91,81,49,3.15,MZ,1673710319
283,longyearbyen,78.2186,15.6401,-2.09,80,75,10.29,SJ,1673710565
284,sandpoint,48.2766,-116.5533,3.77,98,100,0.0,US,1673710566
285,jiangyou,31.7667,104.7167,3.86,71,100,2.1,CN,1673710566
286,fortuna,40.5982,-124.1573,10.19,90,75,6.69,US,1673710567
287,ketchikan,55.3422,-131.6461,7.26,87,100,3.6,US,1673710393
288,amga,60.8953,131.9608,-49.59,100,100,0.78,RU,1673710567
289,doctor juan manuel frutos,-25.3667,-55.8,26.14,60,83,1.06,PY,1673710568
290,grindavik,63.8424,-22.4338,-5.74,58,20,3.6,IS,1673710568
291,susice,49.2311,13.5202,7.38,78,100,3.03,CZ,1673710569
292,bielsk podlaski,52.7651,23.1865,5.38,82,100,4.25,PL,1673710381
293,petropavlovsk-kamchatskiy,53.0452,158.6483,-7.67,63,75,16.0,RU,1673710300
294,pacifica,37.6138,-122.4869,14.33,93,100,10.8,US,1673710569
295,anadyr,64.75,177.4833,-16.72,85,100,8.0,RU,1673710570
296,chicama,-7.8447,-79.1469,20.3,56,30,3.3,PE,1673710570
297,jinchang,38.4953,102.1739,-11.82,57,81,0.72,CN,1673710571
298,raudeberg,61.9875,5.1352,0.37,72,86,4.69,NO,1673710572
299,fort nelson,58.8053,-122.7002,-16.23,85,100,0.0,CA,1673710572
300,el tigre,8.8875,-64.2454,29.49,47,55,4.44,VE,1673710573
301,lata,40.1629,-8.3327,13.23,76,100,2.14,PT,1673710573
302,tessalit,20.1986,1.0114,26.8,12,17,4.37,ML,1673710574
303,inirida,3.8653,-67.9239,26.44,84,98,1.94,CO,1673710574
304,emirdag,39.0197,31.15,3.58,61,34,1.79,TR,1673710574
305,praia da vitoria,38.7333,-27.0667,13.2,87,75,13.22,PT,1673710575
306,the valley,18.217,-63.0578,26.01,94,75,7.2,AI,1673710313
307,aripuana,-9.1667,-60.6333,27.46,68,99,0.59,BR,1673710576
308,ilo,-17.6394,-71.3375,23.48,60,0,6.69,PE,1673710576
309,saint-joseph,-21.3667,55.6167,26.21,74,47,4.51,RE,1673710577
310,englehart,47.8169,-79.8664,-22.99,77,0,2.06,CA,1673710577
311,mayor pablo lagerenza,-19.9309,-60.7718,25.76,66,99,1.23,PY,1673710577
312,kayankulam,9.1833,76.5,24.98,78,14,0.61,IN,1673710578
313,bathsheba,13.2167,-59.5167,28.34,69,40,7.72,BB,1673710578
314,calderitas,18.55,-88.25,19.06,77,40,3.09,MX,1673710579
315,ler,8.3018,30.1418,29.92,21,1,2.44,SS,1673710579
316,derzhavinsk,51.1,66.3167,-17.11,86,44,5.41,KZ,1673710580
317,scarborough,54.2797,-0.4044,5.52,77,75,4.92,GB,1673710429
